Rank,Name,Worldwide Box Office,Movies,Average
1996,Des McAnuff,"$35,129,610",4,"$8,782,403"
1997,Armando Iannucci,"$35,062,218",2,"$17,531,109"
1998,Xu Jizhou,"$35,045,171",1,"$35,045,171"
1999,Shree Narayan Singh,"$34,871,893",2,"$17,435,947"
2000,Mike Hodges,"$34,797,126",7,"$4,971,018"
2001,Joe Cornish,"$34,756,166",3,"$11,585,389"
2002,Giddens Ko,"$34,660,432",4,"$8,665,108"
2003,Atom Egoyan,"$34,630,171",13,"$2,663,859"
2004,Oleg Trofim,"$34,618,375",3,"$11,539,458"
2005,Shin-Yeon Won,"$34,518,596",1,"$34,518,596"
2006,Arthur Benzaquen,"$34,510,866",1,"$34,510,866"
2007,Gilles Paquet-Brenner,"$34,452,023",3,"$11,484,008"
2008,Norihiro Koizumi,"$34,440,523",3,"$11,480,174"
2009,Elia Kazan,"$34,438,526",13,"$2,649,117"
2010,Peng Sanyuan,"$34,432,439",1,"$34,432,439"
2011,Yoshihiro Osugi,"$34,395,038",1,"$34,395,038"
2012,Chi-Leung Law,"$34,382,995",4,"$8,595,749"
2013,Bud Yorkin,"$34,362,438",5,"$6,872,488"
2014,James Signorelli,"$34,309,766",2,"$17,154,883"
2015,Takahiko Kyogoku,"$34,232,419",2,"$17,116,210"
2016,Jin Mo-young,"$34,100,278",1,"$34,100,278"
2017,Loren Bouchard,"$34,074,480",1,"$34,074,480"
2018,Brian Pimental,"$34,000,000",1,"$34,000,000"
2019,Ahmed Khan,"$33,999,739",4,"$8,499,935"
2020,Bille August,"$33,974,036",15,"$2,264,936"
2021,Stephen St. Leger,"$33,943,049",1,"$33,943,049"
2022,James Mather,"$33,943,049",1,"$33,943,049"
2023,Craig R. Baxley,"$33,933,593",3,"$11,311,198"
2024,Gosho Aoyama,"$33,852,685",1,"$33,852,685"
2025,Tarek Boudali,"$33,825,242",3,"$11,275,081"
2026,Fatih Akin,"$33,810,799",7,"$4,830,114"
2027,Xiaolie Wang (王小列),"$33,749,390",1,"$33,749,390"
2028,Mick Garris,"$33,735,705",6,"$5,622,618"
2029,Guohui Chen (陈国辉),"$33,712,454",2,"$16,856,227"
2030,Annabel Jankel,"$33,702,555",3,"$11,234,185"
2031,Jessica M. Thompson,"$33,689,288",2,"$16,844,644"
2032,Marius Balchunas,"$33,680,418",7,"$4,811,488"
2033,Arlene Sanford,"$33,657,542",2,"$16,828,771"
2034,David Schwimmer,"$33,632,276",2,"$16,816,138"
2035,Sean McCormack,"$33,611,228",2,"$16,805,614"
2036,Russell Crowe,"$33,575,364",2,"$16,787,682"
2037,Matthjs Van Heijnngen,"$33,570,841",2,"$16,785,421"
2038,Rocky Morton,"$33,551,385",2,"$16,775,693"
2039,Marcus Raboy,"$33,535,904",4,"$8,383,976"
2040,Zhang Yang,"$33,527,224",6,"$5,587,871"
2041,Clive Donner,"$33,482,035",5,"$6,696,407"
2042,Antony Hoffman,"$33,463,969",1,"$33,463,969"
2043,Kinka Usher,"$33,462,011",1,"$33,462,011"
2044,Sara Sugarman,"$33,271,195",4,"$8,317,799"
2045,Nicolas Benamou,"$33,249,769",3,"$11,083,256"
2046,Guo Dalei,"$33,237,036",5,"$6,647,407"
2047,Menahem Golan,"$33,202,975",5,"$6,640,595"
2048,David Yarovesky,"$33,183,640",2,"$16,591,820"
2049,Pablo Trapero,"$33,165,501",6,"$5,527,584"
2050,Matthieu Delaporte,"$33,027,077",4,"$8,256,769"
2051,Michael Lockshin,"$33,007,744",3,"$11,002,581"
2052,Joby Harold,"$32,968,648",1,"$32,968,648"
2053,Susan Stroman,"$32,952,995",1,"$32,952,995"
2054,Kai-Kwong Mak (麦启光),"$32,947,567",1,"$32,947,567"
2055,Liesl Tommy,"$32,878,589",1,"$32,878,589"
2056,Bruce Robinson,"$32,826,224",3,"$10,942,075"
2057,Franklin J. Schaffner,"$32,798,410",6,"$5,466,402"
2058,Mikael Salomon,"$32,761,319",5,"$6,552,264"
2059,Matthew Robinson,"$32,714,818",1,"$32,714,818"
2060,Dan Cutforth,"$32,700,439",2,"$16,350,220"
2061,Jane Lipsitz,"$32,700,439",2,"$16,350,220"
2062,Lee Jung-jae,"$32,687,164",1,"$32,687,164"
2063,Robert Connolly,"$32,677,276",5,"$6,535,455"
2064,Shakun Batra,"$32,673,927",2,"$16,336,964"
2065,Indra Kumar,"$32,656,270",6,"$5,442,712"
2066,Yong-seok Choi,"$32,600,000",1,"$32,600,000"
2067,Woogie Kim,"$32,600,000",1,"$32,600,000"
2068,Xavier Dolan,"$32,562,963",8,"$4,070,370"
2069,Will Koopman,"$32,498,950",5,"$6,499,790"
2070,Chie Jen-Hao,"$32,449,600",1,"$32,449,600"
2071,David M. Evans,"$32,447,340",4,"$8,111,835"
2072,Naoko Yamada,"$32,422,763",3,"$10,807,588"
2073,Mike Disa,"$32,392,166",6,"$5,398,694"
2074,Robert Greenwald,"$32,273,154",7,"$4,610,451"
2075,Damian Harris,"$32,262,005",3,"$10,754,002"
2076,David Wang,"$32,227,828",1,"$32,227,828"
2077,Damien Wayans,"$32,224,624",1,"$32,224,624"
2078,Jimmy Chin,"$32,210,905",6,"$5,368,484"
2079,Elizabeth Chai Vasarhelyi,"$32,210,905",6,"$5,368,484"
2080,Tae-hwa Eom,"$32,203,562",2,"$16,101,781"
2081,Jack Clayton,"$32,189,287",3,"$10,729,762"
2082,Siu Tung,"$32,142,621",1,"$32,142,621"
2083,Li Fei,"$32,064,325",3,"$10,688,108"
2084,Katia Lund,"$32,059,295",1,"$32,059,295"
2085,Gabriel Riva Palacio Alatriste,"$32,025,519",4,"$8,006,380"
2086,Tae-ra Shin,"$31,956,249",1,"$31,956,249"
2087,David L. Cunningham,"$31,943,401",4,"$7,985,850"
2088,Marjane Satrapi,"$31,939,602",5,"$6,387,920"
2089,Ma Yuke,"$31,877,268",1,"$31,877,268"
2090,Deran Sarafian,"$31,873,100",3,"$10,624,367"
2091,Taichi Ishidate,"$31,862,575",2,"$15,931,288"
2092,Eon-hie Lee,"$31,795,699",2,"$15,897,850"
2093,Karel Reisz,"$31,700,370",7,"$4,528,624"
2094,Felix Van Groeningen,"$31,663,138",4,"$7,915,785"
2095,Jesse Peretz,"$31,628,407",2,"$15,814,204"
2096,Michael Zinberg,"$31,559,552",1,"$31,559,552"
2097,Matthias Glasner,"$31,559,552",2,"$15,779,776"
2098,Jonathan Teplitzky,"$31,506,285",3,"$10,502,095"
2099,Michael Gordon,"$31,455,882",6,"$5,242,647"
2100,Peter Atencio,"$31,345,077",2,"$15,672,539"
2101,Jae Yong Kwak,"$31,328,959",9,"$3,480,995"
2102,Janusz Kaminski,"$31,320,293",2,"$15,660,147"
2103,Anthony Fabian,"$31,301,780",3,"$10,433,927"
2104,Stewart Hendler,"$31,298,877",3,"$10,432,959"
2105,Christopher Erskin,"$31,286,759",1,"$31,286,759"
2106,Oz Scott,"$31,261,000",2,"$15,630,500"
2107,Stacy Title,"$31,213,727",2,"$15,606,864"
2108,Andrew Jay Cohen,"$31,192,425",1,"$31,192,425"
2109,Vondie Curtis-Hall,"$31,191,613",5,"$6,238,323"
2110,Yi'nan Diao,"$31,167,845",2,"$15,583,923"
2111,Will Graham,"$31,164,747",1,"$31,164,747"
2112,Patrik Forsberg,"$31,164,747",1,"$31,164,747"
2113,James Duffy,"$31,164,747",1,"$31,164,747"
2114,Jonathan Van Tulleken,"$31,164,747",1,"$31,164,747"
2115,Jim Drake,"$31,138,404",2,"$15,569,202"
2116,Ismail Fidan,"$31,102,689",4,"$7,775,672"
2117,Phil Nibbelink,"$31,055,430",3,"$10,351,810"
2118,Denys Arcand,"$31,041,319",5,"$6,208,264"
2119,Derek Hui,"$30,996,614",1,"$30,996,614"
2120,Hong-seon Kim,"$30,942,053",3,"$10,314,018"
2121,Vadim Perelman,"$30,871,873",5,"$6,174,375"
2122,John Bruno,"$30,861,680",2,"$15,430,840"
2123,Rodolfo Riva Palacio Alatriste,"$30,845,594",3,"$10,281,865"
2124,John Waters,"$30,816,354",10,"$3,081,635"
2125,Takehiko Shinjo,"$30,812,812",4,"$7,703,203"
2126,Evan Spiliotopoulos,"$30,792,024",1,"$30,792,024"
2127,R. Balki,"$30,783,121",5,"$6,156,624"
2128,Jon Cassar,"$30,768,449",2,"$15,384,225"
2129,Barnaby Thompson,"$30,716,316",4,"$7,679,079"
2130,Henry King,"$30,684,934",6,"$5,114,156"
2131,Nicolas Bedos,"$30,636,530",4,"$7,659,133"
2132,Tom Ropelewski,"$30,610,303",2,"$15,305,152"
2133,Damien O'Donnell,"$30,551,505",2,"$15,275,753"
2134,Trevor Wall,"$30,535,660",1,"$30,535,660"
2135,Jerome Salle,"$30,506,100",4,"$7,626,525"
2136,Florian David Fitz,"$30,479,367",2,"$15,239,684"
2137,Siddharth Malhotra,"$30,444,106",1,"$30,444,106"
2138,Bruce Hendricks,"$30,428,831",1,"$30,428,831"
2139,Jessica Bendinger,"$30,399,714",1,"$30,399,714"
2140,Shenyang Xiao,"$30,355,804",1,"$30,355,804"
2141,Mukuan Lai (来牧宽),"$30,350,000",1,"$30,350,000"
2142,Yann Demange,"$30,325,241",3,"$10,108,414"
2143,Jim Sonzero,"$30,241,435",1,"$30,241,435"
2144,Mehmet Ada Öztekin,"$30,178,408",5,"$6,035,682"
2145,Cedric Jimenez,"$30,174,207",5,"$6,034,841"
2146,Gianluca Leuzzi,"$30,101,727",5,"$6,020,345"
2147,Wojciech Smarzowski,"$30,013,044",3,"$10,004,348"
2148,Roger Christian,"$30,011,256",3,"$10,003,752"
2149,Chang,"$29,957,334",3,"$9,985,778"
2150,Jonas Elmer,"$29,937,909",1,"$29,937,909"
2151,Michael Dinner,"$29,932,825",4,"$7,483,206"
2152,Kevin Allen,"$29,902,764",5,"$5,980,553"
2153,Julie Taymor,"$29,846,418",4,"$7,461,605"
2154,Greg Beeman,"$29,811,382",2,"$14,905,691"
2155,Motonori Sakakibara,"$29,753,435",1,"$29,753,435"
2156,Jang Chang-won,"$29,721,934",1,"$29,721,934"
2157,Gary Nelson,"$29,693,699",2,"$14,846,850"
2158,Charles Walters,"$29,670,559",7,"$4,238,651"
2159,John Curran,"$29,624,807",4,"$7,406,202"
2160,Akiva Goldsman,"$29,575,033",2,"$14,787,517"
2161,Kwak Kyung-taek,"$29,566,314",3,"$9,855,438"
2162,Guo Degang,"$29,546,964",2,"$14,773,482"
2163,Vikram Bhatt,"$29,527,492",7,"$4,218,213"
2164,Eric Lavaine,"$29,486,038",6,"$4,914,340"
2165,Abbas Mustan,"$29,479,927",2,"$14,739,964"
2166,Tae-Gyoon Kim,"$29,433,930",2,"$14,716,965"
2167,Julie Delpy,"$29,357,457",5,"$5,871,491"
2168,John Turturro,"$29,356,083",5,"$5,871,217"
2169,Doze Niu,"$29,338,638",1,"$29,338,638"
2170,James Franco,"$29,320,199",14,"$2,094,300"
2171,Donovan Marsh,"$29,312,121",4,"$7,328,030"
2172,Jae-Gyu Lee,"$29,306,967",1,"$29,306,967"
2173,Álvaro Fernández Armero,"$29,294,832",4,"$7,323,708"
2174,Peter Ho-Sun Chan,"$29,284,214",1,"$29,284,214"
2175,Brian Tse,"$29,257,113",4,"$7,314,278"
2176,David Seltzer,"$29,232,000",2,"$14,616,000"
2177,Nelson McCormick,"$29,227,561",2,"$14,613,781"
2178,Philippe Falardeau,"$29,209,484",5,"$5,841,897"
2179,Joseph Conti,"$29,196,944",1,"$29,196,944"
2180,Emile Gaudreault,"$29,137,423",6,"$4,856,237"
2181,Eric Karson,"$29,120,810",5,"$5,824,162"
2182,Bharat Nalluri,"$29,060,367",5,"$5,812,073"
2183,Dong-Hyuk Hwang,"$29,056,658",3,"$9,685,553"
2184,Ed Decter,"$28,972,187",1,"$28,972,187"
2185,Phillip Borsos,"$28,959,748",4,"$7,239,937"
2186,Irie Yu,"$28,933,823",3,"$9,644,608"
2187,Johan Nijenhuis,"$28,929,532",11,"$2,629,957"
2188,Henry Levin,"$28,920,615",5,"$5,784,123"
2189,Marc Rothemund,"$28,903,662",5,"$5,780,732"
2190,Hatsuki Tsuji,"$28,715,003",1,"$28,715,003"
2191,Steven Knight,"$28,690,667",3,"$9,563,556"
2192,Lewis John Carlino,"$28,667,789",3,"$9,555,930"
2193,Rob Schmidt,"$28,649,556",1,"$28,649,556"
2194,Mark DiSalle,"$28,595,042",2,"$14,297,521"
2195,Haolin Song,"$28,537,037",2,"$14,268,519"
2196,Damian Szifron,"$28,534,128",2,"$14,267,064"
2197,Brian Gilbert,"$28,453,173",2,"$14,226,587"
2198,Ken Finkleman,"$28,403,301",2,"$14,201,651"
2199,Homi Adajania,"$28,400,084",4,"$7,100,021"
2200,Ti West,"$28,396,520",9,"$3,155,169"
2201,Nicholas McCarthy,"$28,300,507",5,"$5,660,101"
2202,Edward Burns,"$28,280,480",11,"$2,570,953"
2203,Won-Tae Lee,"$28,251,283",2,"$14,125,642"
2204,Jo Beom-gu,"$28,211,214",1,"$28,211,214"
2205,Wen Zhang,"$27,990,609",2,"$13,995,305"
2206,Norman Taurog,"$27,990,453",16,"$1,749,403"
2207,Gene Quintano,"$27,979,399",1,"$27,979,399"
2208,Carlos Therón,"$27,953,266",4,"$6,988,317"
2209,Tôya Satô,"$27,910,292",2,"$13,955,146"
2210,Jack Ng,"$27,885,796",1,"$27,885,796"
2211,Sarah Polley,"$27,870,399",4,"$6,967,600"
2212,Robert Townsend,"$27,868,133",8,"$3,483,517"
2213,Prabhu Deva,"$27,866,931",3,"$9,288,977"
2214,Sergio Castellitto,"$27,847,472",5,"$5,569,494"
2215,Nick Moore,"$27,754,906",3,"$9,251,635"
2216,Kirill Kuzin,"$27,754,492",3,"$9,251,497"
2217,Keith Melton,"$27,751,781",1,"$27,751,781"
2218,Meiert Avis,"$27,735,792",1,"$27,735,792"
2219,Do-young Kim,"$27,728,277",1,"$27,728,277"
2220,Hiroshi Nishitani,"$27,727,642",2,"$13,863,821"
2221,Amma Asante,"$27,707,425",4,"$6,926,856"
2222,Steve Kloves,"$27,610,295",2,"$13,805,148"
2223,Roberto Santucci,"$27,553,730",6,"$4,592,288"
2224,Robert Shaye,"$27,519,694",2,"$13,759,847"
2225,Tingting Yao,"$27,490,000",1,"$27,490,000"
2226,Bruce Joel Rubin,"$27,484,464",1,"$27,484,464"
2227,Jean-Jacques Mantello,"$27,478,259",4,"$6,869,565"
2228,Daniel Monzon,"$27,400,256",3,"$9,133,419"
2229,Don Scardino,"$27,392,609",3,"$9,130,870"
2230,Lionel Steketee,"$27,384,020",3,"$9,128,007"
2231,Jody Hill,"$27,383,184",3,"$9,127,728"
2232,Autumn de Wilde,"$27,365,788",2,"$13,682,894"
2233,Julian Jarrold,"$27,362,283",4,"$6,840,571"
2234,Gilbert Cates,"$27,339,821",3,"$9,113,274"
2235,Sylvain Chomet,"$27,308,342",5,"$5,461,668"
2236,Chuck Konzelman,"$27,228,840",2,"$13,614,420"
2237,Cary Solomon,"$27,228,840",2,"$13,614,420"
2238,John Roberts,"$27,210,722",3,"$9,070,241"
2239,Prakash Jha,"$27,200,937",5,"$5,440,187"
2240,Gonzolo Lopez-Gallego,"$27,186,988",2,"$13,593,494"
2241,Gary Wang,"$27,158,021",3,"$9,052,674"
2242,Bruce Hunt,"$27,147,991",1,"$27,147,991"
2243,Sergei Bodrov,"$27,147,349",1,"$27,147,349"
2244,David Dhawan,"$27,093,318",3,"$9,031,106"
2245,Che-Kirk Wong,"$27,073,371",1,"$27,073,371"
2246,Lesli Linka Glatter,"$27,067,247",1,"$27,067,247"
2247,Susanne Bier,"$27,051,071",7,"$3,864,439"
2248,Michael Miller,"$27,041,518",2,"$13,520,759"
2249,Robert Aldrich,"$27,026,269",12,"$2,252,189"
2250,Hitoshi Ohne,"$27,022,313",4,"$6,755,578"
2251,Milan Luthria,"$27,015,236",6,"$4,502,539"
2252,Michael Bully Herbig,"$26,975,510",4,"$6,743,878"
2253,Mike Mills,"$26,967,566",3,"$8,989,189"
2254,Rick Friedberg,"$26,936,265",1,"$26,936,265"
2255,Paul Hunter,"$26,922,492",1,"$26,922,492"
2256,Steven Lisberger,"$26,919,100",2,"$13,459,550"
2257,Richard Shepard,"$26,887,848",4,"$6,721,962"
2258,Dave Meyers,"$26,882,554",3,"$8,960,851"
2259,Vincent Paronnaud,"$26,830,476",4,"$6,707,619"
2260,Andy Lau,"$26,822,441",1,"$26,822,441"
2261,Michael Davis,"$26,796,824",1,"$26,796,824"
2262,Zhou Sun,"$26,774,338",4,"$6,693,585"
2263,Shin'ichirô Ueda,"$26,726,715",3,"$8,908,905"
2264,Luv Ranjan,"$26,725,471",4,"$6,681,368"
2265,Fraser Clarke Heston,"$26,695,272",2,"$13,347,636"
2266,Tae Jin Ahn (안태진),"$26,668,156",1,"$26,668,156"
2267,Shashank Khaitan,"$26,642,189",3,"$8,880,730"
2268,Howard Franklin,"$26,623,974",3,"$8,874,658"
2269,Anthony Waller,"$26,570,463",1,"$26,570,463"
2270,Kan Eguchi,"$26,510,458",3,"$8,836,819"
2271,Celine Song,"$26,493,525",1,"$26,493,525"
2272,Ka-Wai Kam,"$26,481,528",3,"$8,827,176"
2273,Juan Diego Solanas,"$26,432,470",2,"$13,216,235"
2274,Zhao Fei,"$26,420,000",1,"$26,420,000"
2275,Paul Bogart,"$26,404,847",5,"$5,280,969"
2276,Fernando León de Aranoa,"$26,335,216",5,"$5,267,043"
2277,Leon Ichaso,"$26,282,243",4,"$6,570,561"
2278,Tony Cervone,"$26,276,211",4,"$6,569,053"
2279,Raj Kumar Gupta,"$26,220,265",5,"$5,244,053"
2280,Eva Jin,"$26,212,188",2,"$13,106,094"
2281,Catherine Owens,"$26,170,402",1,"$26,170,402"
2282,Afonso Poyart,"$26,161,035",2,"$13,080,518"
2283,Yvan Attal,"$26,160,048",7,"$3,737,150"
2284,Koichiro Miki,"$26,117,176",6,"$4,352,863"
2285,Nils Gaup,"$26,109,846",4,"$6,527,462"
2286,Andrew Sipes,"$26,097,497",1,"$26,097,497"
2287,David Robert Mitchell,"$26,081,483",4,"$6,520,371"
2288,Egor Baranov,"$26,027,536",7,"$3,718,219"
2289,Sukumar,"$26,017,905",4,"$6,504,476"
2290,"René Cardona, Jr.","$25,998,102",2,"$12,999,051"
2291,Dominic Cooke,"$25,949,118",4,"$6,487,280"
2292,Scott Mann,"$25,919,022",4,"$6,479,756"
2293,Melville Shavelson,"$25,912,624",3,"$8,637,541"
2294,Harald Reinl,"$25,900,000",3,"$8,633,333"
2295,Chris Appelhans,"$25,860,000",2,"$12,930,000"
2296,Sacha Gervasi,"$25,828,712",5,"$5,165,742"
2297,Reema Kagti,"$25,795,917",2,"$12,897,959"
2298,Matthias Schweighofer,"$25,753,763",4,"$6,438,441"
2299,Tim Fywell,"$25,732,334",2,"$12,866,167"
2300,Hiroshi Akabane,"$25,644,943",10,"$2,564,494"
2301,Phil Vischer,"$25,608,779",1,"$25,608,779"
2302,Aki Kaurismaki,"$25,607,306",4,"$6,401,827"
2303,Ed Gass-Donnelly,"$25,525,097",4,"$6,381,274"
2304,Abbas Alibhai Burmawalla,"$25,515,605",2,"$12,757,803"
2305,Mastan Alibhai Burmawalla,"$25,515,605",2,"$12,757,803"
2306,Lulu Wang,"$25,484,104",3,"$8,494,701"
2307,Wayne Kramer,"$25,482,975",4,"$6,370,744"
2308,Michael Crichton,"$25,473,174",6,"$4,245,529"
2309,Maria Loohufvud,"$25,462,153",1,"$25,462,153"
2310,Love Martinsen,"$25,462,153",1,"$25,462,153"
2311,J.D. Dillard,"$25,453,616",4,"$6,363,404"
2312,Matthew Chow Hoi-Kwong,"$25,441,760",1,"$25,441,760"
2313,David Charhon,"$25,385,741",3,"$8,461,914"
2314,Mabrouk El Mechri,"$25,363,494",2,"$12,681,747"
2315,Doug Lefler,"$25,357,771",1,"$25,357,771"
2316,David Wnendt,"$25,344,264",4,"$6,336,066"
2317,Hart Bochner,"$25,328,592",2,"$12,664,296"
2318,Steve Loter,"$25,320,246",1,"$25,320,246"
2319,Alexandre de La Patellière,"$25,307,405",2,"$12,653,703"
2320,Je Kyun Yoon (윤제균),"$25,304,092",1,"$25,304,092"
2321,Timur Vermes,"$25,283,394",1,"$25,283,394"
2322,Claude Lelouch,"$25,267,327",9,"$2,807,481"
2323,Peter Mullan,"$25,218,290",2,"$12,609,145"
2324,Rob Pritts,"$25,116,103",1,"$25,116,103"
2325,Clarence Fok Yiu-leung,"$25,040,000",1,"$25,040,000"
2326,Hajime Hashimoto,"$25,023,863",3,"$8,341,288"
2327,William Peter Blatty,"$25,011,739",2,"$12,505,870"
2328,"Al Silliman, Jr.","$25,000,000",1,"$25,000,000"
2329,Izuru Narushima,"$24,981,995",7,"$3,568,856"
2330,Ulu Grosbard,"$24,972,788",5,"$4,994,558"
2331,Park Noo-ri,"$24,945,222",1,"$24,945,222"
2332,Don Michael Paul,"$24,927,588",14,"$1,780,542"
2333,Sergio Leone,"$24,899,900",8,"$3,112,488"
2334,Wong Ming-Sing,"$24,860,818",1,"$24,860,818"
2335,Kwok Cheung Tsang,"$24,859,900",1,"$24,859,900"
2336,Reinhard Klooss,"$24,764,069",3,"$8,254,690"
2337,Haiyin Qin (秦海燕),"$24,732,804",1,"$24,732,804"
2338,Erik White,"$24,719,879",4,"$6,179,970"
2339,Don Mancini,"$24,716,190",3,"$8,238,730"
2340,Charles Jarrott,"$24,655,822",4,"$6,163,956"
2341,Ry Russo-Young,"$24,654,174",4,"$6,163,544"
2342,Yang Wu,"$24,620,000",1,"$24,620,000"
2343,Joshua Marston,"$24,595,114",4,"$6,148,779"
2344,Abhinay Deo,"$24,510,818",4,"$6,127,705"
2345,Anika Decker,"$24,483,670",3,"$8,161,223"
2346,Nicholas Ray,"$24,483,352",3,"$8,161,117"
2347,Pitipol Ybarra,"$24,465,224",6,"$4,077,537"
2348,Neeraj Pandey,"$24,451,507",3,"$8,150,502"
2349,Ross Katz,"$24,429,284",2,"$12,214,642"
2350,Cho Jung rae,"$24,404,484",5,"$4,880,897"
2351,Choi Sung-hyun,"$24,376,704",1,"$24,376,704"
2352,Fernando González Molina,"$24,375,055",5,"$4,875,011"
2353,Remi Bezancon,"$24,364,748",3,"$8,121,583"
2354,Justine Triet,"$24,329,567",3,"$8,109,856"
2355,Mahsun Kirmizigül,"$24,288,961",4,"$6,072,240"
2356,Jeong Yeol Choi,"$24,225,992",2,"$12,112,996"
2357,Wayne Blair,"$24,212,392",4,"$6,053,098"
2358,Jun-hee Han,"$24,134,402",2,"$12,067,201"
2359,Gary Halvorson,"$24,114,804",18,"$1,339,711"
2360,Gabriela Cowperthwaite,"$24,107,767",4,"$6,026,942"
2361,Vasiliy Rovenskiy,"$24,107,232",9,"$2,678,581"
2362,Leslie Small,"$24,071,817",9,"$2,674,646"
2363,Jun-Soo Park,"$23,985,356",3,"$7,995,119"
2364,Marc Fafard,"$23,970,431",1,"$23,970,431"
2365,Patricia Rozema,"$23,970,351",5,"$4,794,070"
2366,Fritz Kiersch,"$23,969,329",3,"$7,989,776"
2367,Philippe Claudel,"$23,936,509",3,"$7,978,836"
2368,Hu Gao (高虎),"$23,927,919",1,"$23,927,919"
2369,Hideki Ito,"$23,913,019",1,"$23,913,019"
2370,Abdellatif Kechiche,"$23,893,645",3,"$7,964,548"
2371,Wagner de Assis,"$23,886,064",4,"$5,971,516"
2372,Debra Granik,"$23,867,192",5,"$4,773,438"
2373,André De Toth,"$23,802,233",6,"$3,967,039"
2374,Michael Mayer,"$23,745,708",6,"$3,957,618"
2375,Gregg Champion,"$23,742,152",4,"$5,935,538"
2376,Fioria Sigismondi,"$23,739,371",3,"$7,913,124"
2377,John Carl Buechler,"$23,736,563",3,"$7,912,188"
2378,Savage Steve Holland,"$23,729,407",4,"$5,932,352"
2379,Tomohisa Taguchi,"$23,722,547",4,"$5,930,637"
2380,Amy Holden Jones,"$23,676,308",4,"$5,919,077"
2381,Chava Cartas,"$23,663,142",6,"$3,943,857"
2382,Héctor Babenco,"$23,630,098",5,"$4,726,020"
2383,Seth Kearsley,"$23,607,202",1,"$23,607,202"
2384,Akiyuki Shinbo,"$23,558,147",5,"$4,711,629"
2385,Hitoshi Ône,"$23,535,818",1,"$23,535,818"
2386,Alberto Rodriguez,"$23,533,797",4,"$5,883,449"
2387,Benh Zeitlin,"$23,532,256",2,"$11,766,128"
2388,Tinto Brass,"$23,401,066",2,"$11,700,533"
2389,Bob Guccione,"$23,400,000",1,"$23,400,000"
2390,Giancarlo Lui,"$23,400,000",1,"$23,400,000"
2391,Yûichirô Hirakawa,"$23,382,313",5,"$4,676,463"
2392,Soon-rye Yim,"$23,352,404",3,"$7,784,135"
2393,Graham Baker,"$23,237,716",2,"$11,618,858"
2394,Bruno Barreto,"$23,205,874",9,"$2,578,430"
2395,Jay Sandrich,"$23,200,000",1,"$23,200,000"
2396,Yang Feng,"$23,193,657",2,"$11,596,829"
2397,Mike Schwartz,"$23,191,551",2,"$11,595,776"
2398,Tyler Nilson,"$23,191,551",2,"$11,595,776"
2399,Thomas Lilti,"$23,161,318",4,"$5,790,330"
2400,Zhuo Chen (陈卓),"$23,125,794",2,"$11,562,897"
2401,Robert Vincent O’Neil,"$23,111,351",2,"$11,555,676"
2402,Joe Nussbaum,"$23,060,391",3,"$7,686,797"
2403,Ice Cube,"$23,047,939",1,"$23,047,939"
2404,Toichiro Ruto,"$23,028,987",4,"$5,757,247"
2405,Joseph Sargent,"$22,991,033",6,"$3,831,839"
2406,Volfango De Biasi,"$22,987,056",7,"$3,283,865"
2407,Arna Selznick,"$22,934,000",1,"$22,934,000"
2408,Ken-Guan Chiu,"$22,930,000",1,"$22,930,000"
2409,George Bowers,"$22,918,816",3,"$7,639,605"
2410,Carter Smith,"$22,910,563",4,"$5,727,641"
2411,Sandeep Reddy Vanga,"$22,907,304",3,"$7,635,768"
2412,RZA,"$22,883,895",3,"$7,627,965"
2413,Marc Rocco,"$22,861,819",3,"$7,620,606"
2414,Daniel Sackheim,"$22,861,785",1,"$22,861,785"
2415,Cord Jefferson,"$22,839,794",1,"$22,839,794"
2416,Franco Amurri,"$22,820,654",2,"$11,410,327"
2417,Sebastian Lelio,"$22,819,076",6,"$3,803,179"
2418,Yan Jia,"$22,799,838",1,"$22,799,838"
2419,Nadia Tass,"$22,777,032",4,"$5,694,258"
2420,Roman Prygunov,"$22,695,549",4,"$5,673,887"
2421,Jin-gyu Cho,"$22,655,723",1,"$22,655,723"
2422,Nisha Ganatra,"$22,640,614",4,"$5,660,154"
2423,Ludovic Bernard,"$22,638,375",6,"$3,773,063"
2424,John Sturges,"$22,624,982",14,"$1,616,070"
2425,Nicolas Philibert,"$22,614,608",6,"$3,769,101"
2426,Kenneth Johnson,"$22,568,429",2,"$11,284,215"
2427,Byron Paul,"$22,565,634",1,"$22,565,634"
2428,Robert Duvall,"$22,560,647",3,"$7,520,216"
2429,Tomasz Konecki,"$22,553,791",3,"$7,517,930"
2430,Jingle Ma,"$22,548,305",2,"$11,274,153"
2431,Trey Edward Shults,"$22,440,789",3,"$7,480,263"
2432,Mark Brown,"$22,391,450",2,"$11,195,725"
2433,B.W.L. Norton,"$22,376,095",2,"$11,188,048"
2434,Fei Xing,"$22,369,964",1,"$22,369,964"
2435,Jean-Francois Pouliot,"$22,362,046",5,"$4,472,409"
2436,Anthony Harvey,"$22,295,024",4,"$5,573,756"
2437,Adrienne Shelly,"$22,217,183",1,"$22,217,183"
2438,Cem Yilmaz,"$22,203,546",5,"$4,440,709"
2439,Kamil Cetin,"$22,201,091",7,"$3,171,584"
2440,Oz Perkins,"$22,196,001",6,"$3,699,334"
2441,Katja von Garnier,"$22,184,591",6,"$3,697,432"
2442,John Bonito,"$22,165,608",1,"$22,165,608"
